model,layer_type,kind,mean_tensor_zero_ratio,mean_msb_zero_ratio,mean_lsb_zero_ratio,min_msb_zero_ratio,max_msb_zero_ratio,min_lsb_zero_ratio,max_lsb_zero_ratio,num_layers
vit_b_16,Linear,weight,0.015577090488797104,0.2147743097833685,0.06304575764649623,0.10887369513511658,0.3786485493183136,0.06182267889380455,0.0733795166015625,37
vit_b_16,Linear,input_activation,0.2259637335487283,0.4030195241822646,0.2369723019118493,0.08010874201471989,0.8456888244702265,0.062262118435823,0.7424127367826608,25
