model,kind,mean_tensor_zero_ratio,mean_msb_zero_ratio,mean_lsb_zero_ratio,min_msb_zero_ratio,max_msb_zero_ratio,min_lsb_zero_ratio,max_lsb_zero_ratio,num_layers
resnet18,weight,0.02777628218755126,0.28177348226308824,0.06872883960604667,0.221160888671875,0.464111328125,0.06180572509765625,0.1797417551279068,20
resnet18,input_activation,0.5216237425780855,0.838486410524696,0.5388700880184769,0.08160335592925548,0.9635852813720703,0.05922555938363075,0.8232150793075561,20
