model,kind,mean_tensor_zero_ratio,mean_msb_zero_ratio,mean_lsb_zero_ratio,min_msb_zero_ratio,max_msb_zero_ratio,min_lsb_zero_ratio,max_lsb_zero_ratio,num_layers
yolov3,weight,0.030113583728671074,0.2996260990699132,0.06750756368041039,0.20023147761821747,0.5082107782363892,0.060546875,0.11879978328943253,75
yolov3,input_activation,0.07058759579348067,0.3825420937259993,0.07617270291149617,0.07662181407213212,0.8768423938751221,0.0198062377050519,0.3117878794670105,75
